Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID,updated_at
"Casa En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Bosque De Las Lomas,Alerces,Casa,Venta,not specified,14900000,30040.32258,MXN,3,3,496,m²,https://casa.mercadolibre.com.mx/MLM-794650381-casa-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/905554-MLM42699122547_072020-I.jpg,TRUE,19.405285,-99.25015,MLM794650381,04/12/2021
"Casa En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Bosque De Las Lomas,Bosque de Alerces,Casa,Venta,not specified,14900000,30101.0101,MXN,3,3,495,m²,https://casa.mercadolibre.com.mx/MLM-897430618-casa-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_663378-MLM45346055945_032021-I.jpg,TRUE,19.405285,-99.25015,MLM897430618,04/12/2021
"Casa En Venta, La Magdalena Contreras, Ciudad De México",Distrito Federal,La Magdalena Contreras,Lomas Quebradas,Cruz Verde,Casa,Venta,not specified,19850000,40101.0101,MXN,3,3,495,m²,https://casa.mercadolibre.com.mx/MLM-767487426-casa-en-venta-la-magdalena-contreras-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_620899-MLM41385567054_042020-I.jpg,TRUE,19.316034,-99.24205,MLM767487426,04/12/2021
"Casa En Venta, La Magdalena Contreras, Ciudad De México",Distrito Federal,La Magdalena Contreras,Barrio San Francisco,REFORMA,Casa,Venta,not specified,12250000,24847.87018,MXN,4,5,493,m²,https://casa.mercadolibre.com.mx/MLM-886558145-casa-en-venta-la-magdalena-contreras-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_860665-MLM45118896479_032021-I.jpg,TRUE,19.312183,-99.23128,MLM886558145,04/12/2021
"Casa En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,San Pedro De Los Pinos,Av. tres,Casa,Venta,not specified,12798745,26226.93648,MXN,3,3,488,m²,https://casa.mercadolibre.com.mx/MLM-809411360-casa-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/946542-MLM43283885614_082020-I.jpg,TRUE,19.390835,-99.18308,MLM809411360,04/12/2021
"Casa En Venta, Iztapalapa, Ciudad De México",Distrito Federal,Iztapalapa,Paseos De Churubusco,CIRCUITO RIO COATZACOALCOS 51,Casa,Venta,not specified,8500000,17453.79877,MXN,8,5,487,m²,https://casa.mercadolibre.com.mx/MLM-886554867-casa-en-venta-iztapalapa-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/961755-MLM45118899064_032021-I.jpg,TRUE,19.38457,-99.08906,MLM886554867,04/12/2021
"Casa En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Bosque De Las Lomas,Ahuehuetes Sur,Casa,Venta,not specified,19900000,40862.423,MXN,3,3,487,m²,https://casa.mercadolibre.com.mx/MLM-897431063-casa-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_903216-MLM45346088397_032021-I.jpg,TRUE,19.396957,-99.24422,MLM897431063,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Lomas De Las Aguilas,Abadejos,Casa,Venta,not specified,10900000,22381.93018,MXN,4,4,487,m²,https://casa.mercadolibre.com.mx/MLM-759864229-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_977660-MLM40922045025_022020-I.jpg,TRUE,19.343372,-99.234436,MLM759864229,04/12/2021
"Casa Sola En Venta, En Jardines En La Montaña, Tlalpan, Ciudad De Mexico",Distrito Federal,Tlalpan,Jardines En La Montaña,,Casa,Venta,Usado,16990000,35030.92784,MXN,3,4,485,m²,https://casa.mercadolibre.com.mx/MLM-849278658-casa-sola-en-venta-en-jardines-en-la-montana-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_634360-MLM44300731205_122020-I.jpg,TRUE,19.30178,-99.20237,MLM849278658,04/12/2021
"Casa En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Lomas de Chapultepec I Sección,Av. Paseo de la Reforma,Casa,Venta,not specified,30000000,61855.6701,MXN,2,3,485,m²,https://casa.mercadolibre.com.mx/MLM-784579406-casa-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_736314-MLM43215992046_082020-I.jpg,TRUE,19.40915,-99.22296,MLM784579406,04/12/2021
"Casa En Condominio Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Tetelpan,Encina Grande 143,Casa,Venta,Usado,11600000,24016.56315,MXN,3,3,483,m²,https://casa.mercadolibre.com.mx/MLM-903745074-casa-en-condominio-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_798986-MLM45501926551_042021-I.jpg,TRUE,19.332232,-99.240234,MLM903745074,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,San Angel Inn,Corregidora,Casa,Venta,not specified,23900000,49482.40166,MXN,4,4,483,m²,https://casa.mercadolibre.com.mx/MLM-807674265-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/981713-MLM43233821247_082020-I.jpg,TRUE,19.35578,-99.19224,MLM807674265,04/12/2021
"Casa En Condominio En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Jardines Del Pedregal,Paseo del Pedregal,Casa,Venta,not specified,22500000,47071.12971,MXN,3,3,478,m²,https://casa.mercadolibre.com.mx/MLM-886739815-casa-en-condominio-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_835571-MLM45123036230_032021-I.jpg,TRUE,19.319748,-99.201584,MLM886739815,04/12/2021
"Casa En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,Lindavista Norte,Matanzas,Casa,Venta,not specified,10900000,22899.15966,MXN,4,4,476,m²,https://casa.mercadolibre.com.mx/MLM-897431369-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_943235-MLM45346120320_032021-I.jpg,TRUE,19.49704,-99.12722,MLM897431369,04/12/2021
"Casa En Venta, La Magdalena Contreras, Ciudad De México",Distrito Federal,La Magdalena Contreras,Lomas Quebradas,Violeta,Casa,Venta,not specified,9800000,20588.23529,MXN,3,2,476,m²,https://casa.mercadolibre.com.mx/MLM-807679296-casa-en-venta-la-magdalena-contreras-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/760093-MLM43228917216_082020-I.jpg,TRUE,19.31315,-99.24476,MLM807679296,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Lomas De Bezares,Paseo de la Reforma,Departamento,Venta,not specified,24950000,52526.31579,MXN,3,3,475,m²,https://departamento.mercadolibre.com.mx/MLM-779480837-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_973226-MLM41958478058_052020-I.jpg,TRUE,19.389872,-99.239426,MLM779480837,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Pedregal De San Nicolás 3a Secc.,Tecoh 298,Casa,Venta,Usado,5450000,11473.68421,MXN,3,2,475,m²,https://casa.mercadolibre.com.mx/MLM-897142886-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_683380-MLM45338236898_032021-I.jpg,TRUE,19.282845,-99.23382,MLM897142886,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas De Vista Hermosa,Camino al Olivo,Departamento,Venta,not specified,39000000,82978.7234,MXN,3,3,470,m²,https://departamento.mercadolibre.com.mx/MLM-794654418-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_897985-MLM42699339682_072020-I.jpg,TRUE,19.375319,-99.27689,MLM794654418,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Calle Bosque de Tabachines,Departamento,Venta,not specified,27500000,59267.24138,MXN,3,4,464,m²,https://departamento.mercadolibre.com.mx/MLM-817737357-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_604365-MLM43470665979_092020-I.jpg,TRUE,19.387194,-99.255135,MLM817737357,04/12/2021
"Venta De Casa Colonia San Felipe De Jesus, Alcaldia Gustavo A Madero, Ciudad De Mexico.",Distrito Federal,Gustavo A. Madero,San Felipe De Jesús,,Casa,Venta,Usado,3500000,7543.103448,MXN,2,2,464,m²,https://casa.mercadolibre.com.mx/MLM-849327486-venta-de-casa-colonia-san-felipe-de-jesus-alcaldia-gustavo-a-madero-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/814975-MLM44302553841_122020-I.jpg,TRUE,19.496761,-99.07508,MLM849327486,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,San Angel Inn,Jardin,Casa,Venta,not specified,100676243,218386.6443,MXN,4,4,461,m²,https://casa.mercadolibre.com.mx/MLM-807686562-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/948848-MLM43229032880_082020-I.jpg,TRUE,19.350122,-99.19852,MLM807686562,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Cicerón,Departamento,Venta,not specified,70473370,153202.9783,MXN,3,3,460,m²,https://departamento.mercadolibre.com.mx/MLM-758098066-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/721550-MLM40814762515_022020-I.jpg,TRUE,19.433928,-99.204865,MLM758098066,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas De Vista Hermosa,Carretera México-Toluca,Departamento,Venta,not specified,19000000,41304.34783,MXN,3,3,460,m²,https://departamento.mercadolibre.com.mx/MLM-759864018-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_864788-MLM40921232591_022020-I.jpg,TRUE,19.371986,-99.270065,MLM759864018,04/12/2021
"Pent House En Ciudad De México, Santa Fé",Distrito Federal,Alvaro Obregón,Santa Fe,Av. De los Poetas,Departamento,Venta,not specified,27000000,58823.52941,MXN,3,3,459,m²,https://departamento.mercadolibre.com.mx/MLM-895709738-pent-house-en-ciudad-de-mexico-santa-fe-_JM,http://http2.mlstatic.com/D_659898-MLM45400982717_032021-I.jpg,TRUE,19.354439,-99.26005,MLM895709738,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Granada,BOULEVARD MIGUEL DE CERVANTES SAAVEDRA,Departamento,Venta,not specified,38000000,83150.98468,MXN,4,4,457,m²,https://departamento.mercadolibre.com.mx/MLM-807670356-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/756885-MLM43228676881_082020-I.jpg,TRUE,19.440962,-99.198555,MLM807670356,04/12/2021
Departamento En Venta Ubicado En La Ciudad De México ,Distrito Federal,Benito Juárez,Independencia,"Avenida Independencia, Delegación: Benito Juárez
 173",Departamento,Venta,not specified,2000000,4413.354812,MXN,3,1,453.17,m²,https://departamento.mercadolibre.com.mx/MLM-884845667-departamento-en-venta-ubicado-en-la-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/656372-MLM44474635922_012021-I.jpg,FALSE,19.379267,-99.14784,MLM884845667,04/12/2021
"Casa En Venta, Xochimilco, Ciudad De México",Distrito Federal,Xochimilco,Bosque Residencial Del Sur,Rincon del pozo,Casa,Venta,not specified,10800000,23893.80531,MXN,7,6,452,m²,https://casa.mercadolibre.com.mx/MLM-886551946-casa-en-venta-xochimilco-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_787686-MLM45118901524_032021-I.jpg,TRUE,19.280378,-99.13055,MLM886551946,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Las Aguilas,Condor,Departamento,Venta,not specified,14900000,33111.11111,MXN,3,4,450,m²,https://departamento.mercadolibre.com.mx/MLM-855955158-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_665956-MLM44444698974_122020-I.jpg,TRUE,19.361517,-99.19832,MLM855955158,04/12/2021
"Casa En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Hipódromo,Ensenada,Casa,Venta,not specified,16500000,36912.75168,MXN,4,3,447,m²,https://casa.mercadolibre.com.mx/MLM-867558785-casa-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_709699-MLM44710892334_012021-I.jpg,TRUE,19.408222,-99.175606,MLM867558785,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,San Pedro Mártir,Clavel Norte,Casa,Venta,not specified,5190000,11636.7713,MXN,4,5,446,m²,https://casa.mercadolibre.com.mx/MLM-807684325-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_963419-MLM43229255646_082020-I.jpg,TRUE,19.270658,-99.16426,MLM807684325,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Florida,Francia,Casa,Venta,not specified,18500000,41573.03371,MXN,4,4,445,m²,https://casa.mercadolibre.com.mx/MLM-829203500-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_732997-MLM44179793133_112020-I.jpg,TRUE,19.358168,-99.17972,MLM829203500,04/12/2021
"Casa En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Bosque De Las Lomas,Bosque de Almendros,Casa,Venta,not specified,15400000,34684.68468,MXN,3,3,444,m²,https://casa.mercadolibre.com.mx/MLM-794650443-casa-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/722987-MLM42699165676_072020-I.jpg,TRUE,19.395979,-99.2485,MLM794650443,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Paseo de Primaveras,Departamento,Venta,not specified,31500000,72247.70642,MXN,3,3,436,m²,https://departamento.mercadolibre.com.mx/MLM-813749506-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_983692-MLM43429123334_092020-I.jpg,TRUE,19.386076,-99.27254,MLM813749506,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas De Vista Hermosa,Paseo de Primaveras,Departamento,Venta,not specified,29900000,68577.98165,MXN,3,3,436,m²,https://departamento.mercadolibre.com.mx/MLM-897430692-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_843063-MLM45346061429_032021-I.jpg,TRUE,19.386353,-99.27242,MLM897430692,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Barrio del Niño Jesús,Miguel Hidalgo,Casa,Venta,not specified,12950000,29976.85185,MXN,3,3,432,m²,https://casa.mercadolibre.com.mx/MLM-863808396-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_798767-MLM45140446348_032021-I.jpg,TRUE,19.28733,-99.161,MLM863808396,04/12/2021
Casa En Venta En Col Centro Cuauhtemoc Bp,Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,ISABEL LA CATOLICA 00,Casa,Venta,Usado,4893951,11381.2814,MXN,4,3,430,m²,https://casa.mercadolibre.com.mx/MLM-887603383-casa-en-venta-en-col-centro-cuauhtemoc-bp-_JM,http://mlm-s2-p.mlstatic.com/959424-MLM45143800066_032021-I.jpg,TRUE,19.43053,-99.13669,MLM887603383,04/12/2021
"Casa En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas De Vista Hermosa,Avenida Loma Larga,Casa,Venta,not specified,16108198,38352.85238,MXN,3,4,420,m²,https://casa.mercadolibre.com.mx/MLM-794648719-casa-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_865013-MLM43952802713_102020-I.jpg,TRUE,19.374468,-99.273346,MLM794648719,04/12/2021
"Casa En Condominio En Venta, Coyoacán, Ciudad De México",Distrito Federal,Coyoacán,Parque San Andrés,Alemania,Casa,Venta,not specified,16000000,38095.2381,MXN,3,4,420,m²,https://casa.mercadolibre.com.mx/MLM-807660331-casa-en-condominio-en-venta-coyoacan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_857342-MLM43228004097_082020-I.jpg,TRUE,19.343534,-99.14881,MLM807660331,04/12/2021
"Casa En Venta, Venustiano Carranza, Ciudad De México",Distrito Federal,Venustiano Carranza,Magdalena Mixiuhca,Francisco Del Paso y Troncoso,Casa,Venta,not specified,12000000,28639.61814,MXN,5,4,419,m²,https://casa.mercadolibre.com.mx/MLM-742552847-casa-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_645085-MLM43578964712_092020-I.jpg,TRUE,19.407965,-99.1131,MLM742552847,04/12/2021
"Venta De Casa, Ciudad De México, Lomas Del Chamizal",Distrito Federal,Cuajimalpa De Morelos,Lomas Del Chamizal,SEGUNDO RETORNO FABRICA DE CARTUCHOS 0,Casa,Venta,Usado,5798888,14109.21655,MXN,4,2,411,m²,https://casa.mercadolibre.com.mx/MLM-883352341-venta-de-casa-ciudad-de-mexico-lomas-del-chamizal-_JM,http://http2.mlstatic.com/D_987756-MLM45063385128_032021-I.jpg,TRUE,19.387012,-99.25984,MLM883352341,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Edgar Allan Poe,Departamento,Venta,not specified,29900000,72749.39173,MXN,3,3,411,m²,https://departamento.mercadolibre.com.mx/MLM-821553144-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/954855-MLM43567595367_092020-I.jpg,TRUE,19.433542,-99.199776,MLM821553144,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Edgar Allan Poe,Departamento,Venta,not specified,29900000,72926.82927,MXN,3,3,410,m²,https://departamento.mercadolibre.com.mx/MLM-772331700-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_826139-MLM41570807539_042020-I.jpg,TRUE,19.433542,-99.199776,MLM772331700,04/12/2021
"Casa En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,Lindavista Norte,AVENIDA LINDAVISTA,Casa,Venta,not specified,12500000,30712.53071,MXN,3,3,407,m²,https://casa.mercadolibre.com.mx/MLM-897433324-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_727897-MLM45346311932_032021-I.jpg,TRUE,19.492893,-99.126236,MLM897433324,04/12/2021
"Casa En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas De Vista Hermosa,Lomas de las Flores,Casa,Venta,not specified,13990000,34458.12808,MXN,3,3,406,m²,https://casa.mercadolibre.com.mx/MLM-897431905-casa-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_762669-MLM45346149041_032021-I.jpg,TRUE,19.37906,-99.2739,MLM897431905,04/12/2021
¡vive En Una De Las Mejores Zonas De La Cuidad De Mexico!,Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Paso de Tamarindos 45 Int. 201,Departamento,Venta,Usado,13087911,32315.82963,MXN,3,3,405,m²,https://departamento.mercadolibre.com.mx/MLM-793857874-vive-en-una-de-las-mejores-zonas-de-la-cuidad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/743678-MLM42655601353_072020-I.jpg,TRUE,19.391304,-99.25068,MLM793857874,04/12/2021
"Casa En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,Vallejo,Av.de los cien metros,Casa,Venta,not specified,6397500,15874.68983,MXN,4,2,403,m²,https://casa.mercadolibre.com.mx/MLM-795051030-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/607047-MLM42725988579_072020-I.jpg,TRUE,19.48329,-99.14955,MLM795051030,04/12/2021
"Casa En Venta  Alvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Delegación Política Álvaro Obregón,Odisea 4,Casa,Venta,Usado,10900000,27250,MXN,6,3,400,m²,https://casa.mercadolibre.com.mx/MLM-793828861-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/716613-MLM42656776323_072020-I.jpg,TRUE,19.342516,-99.254906,MLM793828861,04/12/2021
"Depto Ideal  Airb&b, Edificio Recién  Remodelado",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,palma 506,Departamento,Venta,Nuevo,2500000,6250,MXN,1,1,400,m²,https://departamento.mercadolibre.com.mx/MLM-827039884-depto-ideal-airbb-edificio-recien-remodelado-_JM,http://http2.mlstatic.com/D_639656-MLM43693842616_102020-I.jpg,TRUE,19.443766,-99.13394,MLM827039884,04/12/2021
"Casa En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Narvarte Poniente,Monte Albán,Casa,Venta,not specified,12500000,31250,MXN,4,3,400,m²,https://casa.mercadolibre.com.mx/MLM-807679380-casa-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/786365-MLM43228887643_082020-I.jpg,TRUE,19.388485,-99.15086,MLM807679380,04/12/2021
"Qh 3152 Hermosa Casa Con Amplios Jardines , Ciudad De México",Distrito Federal,Miguel Hidalgo,Lomas De Bezares,,Casa,Venta,Usado,15000000,37500,MXN,3,4,400,m²,https://casa.mercadolibre.com.mx/MLM-847811756-qh-3152-hermosa-casa-con-amplios-jardines-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_806714-MLM44265938069_122020-I.jpg,TRUE,19.390982,-99.24392,MLM847811756,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Polanco,Departamento,Venta,not specified,37800000,94500,MXN,2,2,400,m²,https://departamento.mercadolibre.com.mx/MLM-807688308-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_627170-MLM43230725283_082020-I.jpg,TRUE,19.435736,-99.21197,MLM807688308,04/12/2021
