Nombre de Publicación,Tipo de Inmueble,Estado,Ciudad,Colonia,Latitud,Longitud,Número de m2,Unidad de medida,Precio,Moneda,Link de la publicación
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,732,989",MXN,https://departamento.mercadolibre.com.mx/MLM-816108387-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,675,313",MXN,https://departamento.mercadolibre.com.mx/MLM-816104243-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
Departamento En Venta Col. Roma Sur (tlacotalpan),Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,65,m²,"5,145,000",MXN,https://departamento.mercadolibre.com.mx/MLM-812811351-departamento-en-venta-col-roma-sur-tlacotalpan-_JM
Venta De Departamentos En TonalÃ¡ Roma Sur CuauhtÃ©moc,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,64,m²,"4,229,827",MXN,https://departamento.mercadolibre.com.mx/MLM-827835163-venta-de-departamentos-en-tonala-roma-sur-cuauhtemoc-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,165,m²,"8,094,465",MXN,https://departamento.mercadolibre.com.mx/MLM-816122070-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,87,m²,"5,086,952",MXN,https://departamento.mercadolibre.com.mx/MLM-816102179-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,95,m²,"5,299,915",MXN,https://departamento.mercadolibre.com.mx/MLM-816086239-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
Nh Departamentos En Venta  En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.403616,-99.168655,90,m²,"4,850,000",MXN,https://departamento.mercadolibre.com.mx/MLM-807645084-nh-departamentos-en-venta-en-roma-sur-_JM
Venta Departamento Colonia Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,150,m²,"10,400,000",MXN,https://departamento.mercadolibre.com.mx/MLM-803243720-venta-departamento-colonia-roma-_JM
"Tehuantepec, Roma Sur - Preventa",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,103,m²,"6,296,889",MXN,https://departamento.mercadolibre.com.mx/MLM-826647126-tehuantepec-roma-sur-preventa-_JM
"Iguala, Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,110,m²,"5,250,000",MXN,https://departamento.mercadolibre.com.mx/MLM-824375889-iguala-roma-sur-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,473,007",MXN,https://departamento.mercadolibre.com.mx/MLM-816094679-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
Departamento En Venta Col. Roma Sur (tlacotalpan),Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,140,m²,"10,489,500",MXN,https://departamento.mercadolibre.com.mx/MLM-812811987-departamento-en-venta-col-roma-sur-tlacotalpan-_JM
Sh Preventa Departamento En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.409616,-99.160995,126,m²,"10,410,000",MXN,https://departamento.mercadolibre.com.mx/MLM-823891437-sh-preventa-departamento-en-roma-sur-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,86,m²,"5,063,878",MXN,https://departamento.mercadolibre.com.mx/MLM-816111612-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,703,523",MXN,https://departamento.mercadolibre.com.mx/MLM-816106792-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,84,m²,"4,796,482",MXN,https://departamento.mercadolibre.com.mx/MLM-816101322-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,530,689",MXN,https://departamento.mercadolibre.com.mx/MLM-816093121-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
Departamento En Venta En Roma En Tlacotlalpan,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,103,m²,"7,030,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808234938-departamento-en-venta-en-roma-en-tlacotlalpan-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,761,134",MXN,https://departamento.mercadolibre.com.mx/MLM-816106200-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,645,911",MXN,https://departamento.mercadolibre.com.mx/MLM-816102099-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,84,m²,"4,747,034",MXN,https://departamento.mercadolibre.com.mx/MLM-816095526-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
Desarrollo En Pre-venta La Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.419525,-99.16255,184,m²,"7,304,857",MXN,https://departamento.mercadolibre.com.mx/MLM-828721155-desarrollo-en-pre-venta-la-roma-sur-_JM
Desarrollo En Pre-venta La Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.419525,-99.16255,183,m²,"7,251,716",MXN,https://departamento.mercadolibre.com.mx/MLM-828719527-desarrollo-en-pre-venta-la-roma-sur-_JM
"Mm Depto En Venta En Roma Sur, Cuauhtemoc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.418518,-99.16135,1,m²,"3,245,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826372717-mm-depto-en-venta-en-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,135,m²,"7,096,878",MXN,https://departamento.mercadolibre.com.mx/MLM-816125166-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,84,m²,"5,093,171",MXN,https://departamento.mercadolibre.com.mx/MLM-816121155-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,86,m²,"5,216,099",MXN,https://departamento.mercadolibre.com.mx/MLM-816120910-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,876,537",MXN,https://departamento.mercadolibre.com.mx/MLM-816117879-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,87,m²,"5,190,136",MXN,https://departamento.mercadolibre.com.mx/MLM-816114497-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,84,m²,"4,944,827",MXN,https://departamento.mercadolibre.com.mx/MLM-816111418-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,98,m²,"5,559,961",MXN,https://departamento.mercadolibre.com.mx/MLM-816097717-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,87,m²,"4,938,769",MXN,https://departamento.mercadolibre.com.mx/MLM-816100687-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,87,m²,"4,932,137",MXN,https://departamento.mercadolibre.com.mx/MLM-816092446-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento 505 En Venta, Roma Sur, CuauhtÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,112,m²,"7,000,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827038990-departamento-505-en-venta-roma-sur-cuauhtemoc-_JM
Sh Preventa Departamento En Roma Sur I,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.409616,-99.160995,125,m²,"9,870,000",MXN,https://departamento.mercadolibre.com.mx/MLM-823888398-sh-preventa-departamento-en-roma-sur-i-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,142,m²,"7,298,901",MXN,https://departamento.mercadolibre.com.mx/MLM-816125256-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Quintana Roo, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,146,m²,"7,298,901",MXN,https://departamento.mercadolibre.com.mx/MLM-829196721-departamento-en-venta-en-quintana-roo-roma-sur-cuauhtemoc-cdmx-_JM
Departamento En Preventa En Roma En Nayarit,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,122,m²,"7,040,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829087009-departamento-en-preventa-en-roma-en-nayarit-_JM
"Departamento 102 En Venta, Roma Sur, CuauhtÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,163,m²,"10,200,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827035827-departamento-102-en-venta-roma-sur-cuauhtemoc-_JM
"Departamento 704 En Venta, Roma Sur, CuauhtÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,222,m²,"11,550,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827035618-departamento-704-en-venta-roma-sur-cuauhtemoc-_JM
"Departamento 404 En Venta, Roma Sur, CuauhtÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,111,m²,"6,870,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827031529-departamento-404-en-venta-roma-sur-cuauhtemoc-_JM
Pre-venta De Departamentos En Tonala 203,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.411448,-99.161125,75,m²,"3,861,071",MXN,https://departamento.mercadolibre.com.mx/MLM-767629966-pre-venta-de-departamentos-en-tonala-203-_JM
"Depa 75m  Exterior Habitacional/comercial, 3er Piso Exterior",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.404121,-99.167885,75,m²,"2,850,000",MXN,https://departamento.mercadolibre.com.mx/MLM-821568131-depa-75m-exterior-habitacionalcomercial-3er-piso-exterior-_JM
Lb Vendo Departamento Roma Sur Cuauhtemoc Cdmx Parque Mexico,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,50,m²,"1,455,000",MXN,https://departamento.mercadolibre.com.mx/MLM-802488974-lb-vendo-departamento-roma-sur-cuauhtemoc-cdmx-parque-mexico-_JM
"Pscncc01 Amplio Departamento En Roma Sur, Remate Bancario",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,140,m²,"1,051,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829509368-pscncc01-amplio-departamento-en-roma-sur-remate-bancario-_JM
Roma Sur Departamento Venta Cuauhtemoc Cdmx,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,138,m²,"8,077,780",MXN,https://departamento.mercadolibre.com.mx/MLM-753980800-roma-sur-departamento-venta-cuauhtemoc-cdmx-_JM
"Roma, Excelente Desarrollo En Preventa Con Fachada Catalogada",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,93,m²,"5,673,000",MXN,https://departamento.mercadolibre.com.mx/MLM-797243544-roma-excelente-desarrollo-en-preventa-con-fachada-catalogada-_JM
"Aprovecha Bonito Depto. En MedellÃ­n No. 253, Roma Sur, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,135,m²,"1,455,000",MXN,https://departamento.mercadolibre.com.mx/MLM-825249619-aprovecha-bonito-depto-en-medellin-no-253-roma-sur-cdmx-_JM
Hermoso Departamento En Venta En La Colonia Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,109,m²,"8,200,000",MXN,https://departamento.mercadolibre.com.mx/MLM-806574925-hermoso-departamento-en-venta-en-la-colonia-roma-_JM
"Roma, Excelente Desarrollo En Preventa Con Fachada Catalogada",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,93,m²,"8,192,000",MXN,https://departamento.mercadolibre.com.mx/MLM-797246740-roma-excelente-desarrollo-en-preventa-con-fachada-catalogada-_JM
Desarrollo En Pre-venta La Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.419525,-99.16255,183,m²,"7,244,345",MXN,https://departamento.mercadolibre.com.mx/MLM-828713923-desarrollo-en-pre-venta-la-roma-sur-_JM
Preventa Departamento Col Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,142,m²,"7,410,000",MXN,https://departamento.mercadolibre.com.mx/MLM-823910298-preventa-departamento-col-roma-_JM
Desarrollo En Pre-venta La Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.419525,-99.16255,239,m²,"8,646,950",MXN,https://departamento.mercadolibre.com.mx/MLM-828715051-desarrollo-en-pre-venta-la-roma-sur-_JM
Preventa Departamento En Roma Sur Piso 2!,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,120,m²,"9,870,000",MXN,https://departamento.mercadolibre.com.mx/MLM-823913260-preventa-departamento-en-roma-sur-piso-2-_JM
Preventa Departamento Roma Sur Piso 1,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,126,m²,"10,410,000",MXN,https://departamento.mercadolibre.com.mx/MLM-823905699-preventa-departamento-roma-sur-piso-1-_JM
"Departamentos En Preventa, 2 RecÃ¡maras",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40194,-99.16473,140.57,m²,"5,997,038",MXN,https://departamento.mercadolibre.com.mx/MLM-806919115-departamentos-en-preventa-2-recamaras-_JM
Hermoso Departamento De Tres Recamaras Col Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,100,m²,"1,455,000",MXN,https://departamento.mercadolibre.com.mx/MLM-802433026-hermoso-departamento-de-tres-recamaras-col-roma-sur-_JM
"Jrp Departamento En Venta  Roma Sur, Cuauhtemoc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.418518,-99.16135,50,m²,"3,245,000",MXN,https://departamento.mercadolibre.com.mx/MLM-797239987-jrp-departamento-en-venta-roma-sur-cuauhtemoc-_JM
Preventa Departamentos Roma Sur Apa_1116 Am,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.407675,-99.16004,64,m²,"3,958,650",MXN,https://departamento.mercadolibre.com.mx/MLM-815115721-preventa-departamentos-roma-sur-apa1116-am-_JM
Jcl Departamento En Venta En La Roma Sur Cuauhtemoc,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40398,-99.16761,90,m²,"4,377,700",MXN,https://departamento.mercadolibre.com.mx/MLM-817182215-jcl-departamento-en-venta-en-la-roma-sur-cuauhtemoc-_JM
Remato Depto A 2 Cuadras Del M CuauhtÃ©moc Y A 1/2 De Insurge,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.423996,-99.15701,120,m²,"1,095,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828717047-remato-depto-a-2-cuadras-del-m-cuauhtemoc-y-a-12-de-insurge-_JM
Departamentos En Preventa. Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,72,m²,"4,015,650",MXN,https://departamento.mercadolibre.com.mx/MLM-813511926-departamentos-en-preventa-roma-sur-_JM
Departamento En Venta Cuauhtemoc Roma Sur Baja California 11,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.406744,-99.1561,71,m²,"2,600,000",MXN,https://departamento.mercadolibre.com.mx/MLM-791165565-departamento-en-venta-cuauhtemoc-roma-sur-baja-california-11-_JM
Su Venta De Departamento En Roma Sur Cuauhtemoc,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,100,m²,"1,455,000",MXN,https://departamento.mercadolibre.com.mx/MLM-806582318-su-venta-de-departamento-en-roma-sur-cuauhtemoc-_JM
Venta Departamentos Roma Sur Apa_1237 Yi,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40132,-99.1681,84,m²,"3,930,000",MXN,https://departamento.mercadolibre.com.mx/MLM-815110277-venta-departamentos-roma-sur-apa1237-yi-_JM
113 Terraza 2000 De Areas Verdes!!gym Alberca Gran Precio!!!,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,339,m²,"11,490,000",MXN,https://departamento.mercadolibre.com.mx/MLM-803769584-113-terraza-2000-de-areas-verdesgym-alberca-gran-precio-_JM
Dolbe Altura  97 De Terraza 2000 De Areas Verdes!!gym Alberca Gran Precio!!!,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,305,m²,"14,690,000",MXN,https://departamento.mercadolibre.com.mx/MLM-803772278-dolbe-altura-97-de-terraza-2000-de-areas-verdesgym-alberca-gran-precio-_JM
Su Remato Departamento En Col Roma Sur Cuauhtemoc,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.404905,-99.16288,80,m²,"4,377,700",MXN,https://departamento.mercadolibre.com.mx/MLM-796889403-su-remato-departamento-en-col-roma-sur-cuauhtemoc-_JM
Excelente Garden House A Estrenar En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,151,m²,"9,344,000",MXN,https://departamento.mercadolibre.com.mx/MLM-807766520-excelente-garden-house-a-estrenar-en-roma-sur-_JM
2000 De Areas Verdes!!gym Alberca Gran Precio!!!,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,111,m²,"7,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-803772277-2000-de-areas-verdesgym-alberca-gran-precio-_JM
2000 De Areas Verdes!!gym Alberca Gran Precio!!!,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,112,m²,"7,590,000",MXN,https://departamento.mercadolibre.com.mx/MLM-803769587-2000-de-areas-verdesgym-alberca-gran-precio-_JM
"En Venta IncreÃ­ble Pent House, En La Zona Con MÃ¡s PlusvalÃ­a  Sm",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,75,m²,"5,000,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828416660-en-venta-increible-pent-house-en-la-zona-con-mas-plusvalia-sm-_JM
Remate Bancario En Roma Sur Medellin 253,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,140,m²,"1,051,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827827134-remate-bancario-en-roma-sur-medellin-253-_JM
Bonito Departamento Remate Cerca Del Mercado Medellin Lare,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,140,m²,"1,051,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826716251-bonito-departamento-remate-cerca-del-mercado-medellin-lare-_JM
Excelente Departamento En Venta Colonia Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,66,m²,"4,250,000",MXN,https://departamento.mercadolibre.com.mx/MLM-807770385-excelente-departamento-en-venta-colonia-roma-sur-_JM
Excelente Departamento A Estrenar Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,90,m²,"5,503,000",MXN,https://departamento.mercadolibre.com.mx/MLM-807762841-excelente-departamento-a-estrenar-roma-sur-_JM
"Departamentos En Calle Quintana Roo, Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,77,m²,"4,747,034",MXN,https://departamento.mercadolibre.com.mx/MLM-785216819-departamentos-en-calle-quintana-roo-roma-sur-_JM
!!!super Oferta!!! Depa Muy Amplio En El Corazon De La Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.418518,-99.16135,148,m²,"2,767,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827493193-super-oferta-depa-muy-amplio-en-el-corazon-de-la-roma-_JM
"Departamentos En Av. Monterrey, Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,60,m²,"3,680,000",MXN,https://departamento.mercadolibre.com.mx/MLM-785246379-departamentos-en-av-monterrey-roma-sur-_JM
Excelente Ph A Estrenar En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,161,m²,"8,521,000",MXN,https://departamento.mercadolibre.com.mx/MLM-807770384-excelente-ph-a-estrenar-en-roma-sur-_JM
Roma Sur En Venta Departamento,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.402912,-99.161385,53,m²,"2,100,000",MXN,https://departamento.mercadolibre.com.mx/MLM-792751877-roma-sur-en-venta-departamento-_JM
Vendo Departamento Frente Condesa  En Roma Precio Negociable,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.400757,-99.16905,60,m²,"3,280,000",MXN,https://departamento.mercadolibre.com.mx/MLM-821769883-vendo-departamento-frente-condesa-en-roma-precio-negociable-_JM
Vendo Departamento En Roma Frente A Condesa Casi Nuevo,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.400743,-99.16905,60,m²,"3,280,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829106274-vendo-departamento-en-roma-frente-a-condesa-casi-nuevo-_JM
"Hermoso Departamento Entre La Roma, Condesa Y NÃ¡poles",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.400629,-99.168396,62,m²,"3,280,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808594060-hermoso-departamento-entre-la-roma-condesa-y-napoles-_JM
Venta Departamento En Roma Sur 91m2 Entrega Inmediata,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.403652,-99.16108,91,m²,"4,850,000",MXN,https://departamento.mercadolibre.com.mx/MLM-814129081-venta-departamento-en-roma-sur-91m2-entrega-inmediata-_JM
